Observed Reentry Date (UTC),Object Name,International Designator,SSN,TLE Epoch (UTC),Aerospace Reentry Prediction (UTC),Aerospace Stated Uncertainty 20% Rule (+/- hrs),Country of Origin,Type,Sighting Location,Sighting Latitude,Sighting Longitude,Debris Recovery Location,Recovery Latitude,Recovery Longitude
N/A,MVL 300,2016-026A,41464,2023-12-16T02:53:47.748192Z,2023-12-16T06:32:27.640000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,STARLINK-1069,2020-001AT,44955,2023-12-15T04:26:29.126976Z,2023-12-15T11:52:49.210000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3600,2022-017AJ,51800,2023-12-15T01:40:38.182368Z,2023-12-15T08:48:40.920000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,HELIOS 2B,2009-073A,36124,2023-12-14T05:30:41.190624Z,2023-12-14T08:49:16.400000Z,1.0,FRANCE,Payload,,,,,,
N/A,STARLINK-1232,2020-012AM,45213,2023-12-12T23:44:49.983360Z,2023-12-13T02:15:29.400000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,OBJECT H,2023-007H,55255,2023-12-13T03:25:41.314656Z,2023-12-13T06:21:41.790000Z,1.0,PEOPLES REPUBLIC OF CHINA,Unknown,,,,,,
N/A,STARLINK-1472,2020-038G,45736,2023-12-08T20:30:44.197344Z,2023-12-09T09:00:59.630000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1264,2020-019Y,45382,2023-12-07T19:16:12.039168Z,2023-12-07T21:58:37.710000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,OBJECT C,2022-074C,52946,2023-12-07T05:19:36.256224Z,2023-12-07T09:05:58.800000Z,1.0,UNITED STATES OF AMERICA,Unknown,,,,,,
N/A,SL-4 R/B,2023-184B,58461,2023-12-02T23:30:02.873952Z,2023-12-03T02:30:53.390000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Rocket Body,,,,,,
N/A,STARLINK-1211,2020-012AG,45208,2023-12-05T14:34:41.718720Z,2023-12-05T18:25:28.570000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1638,2020-057T,46134,2023-11-29T15:48:01.178208Z,2023-11-29T19:25:34.110000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1515,2020-055AQ,46065,2023-11-29T11:41:57.240384Z,2023-11-29T16:05:00.700000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-4C R/B,2007-055B,32290,2023-11-27T18:41:31.981632Z,2023-11-27T22:57:21.640000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,PEGASUS R/B,2021-051B,48845,2023-11-27T15:29:50.532864Z,2023-11-27T19:51:07.030000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,SCOUT G-1 R/B,1990-043C,20609,2023-11-23T00:31:05.064960Z,2023-11-24T20:36:16.400000Z,9.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,SL-4 R/B,2023-040B,55979,2023-11-22T07:41:26.124864Z,2023-11-22T10:06:06.960000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Rocket Body,,,,,,
N/A,STARLINK-1330,2020-025AY,45577,2023-11-21T16:16:29.764128Z,2023-11-21T18:44:00.790000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1343,2020-025BF,45584,2023-11-12T04:36:02.126592Z,2023-11-12T08:37:05.930000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1811,2020-073AS,46710,2023-11-18T02:08:16.361664Z,2023-11-18T11:23:36.860000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,YZ-1S R/B,2023-176B,58350,2023-11-18T00:58:01.379136Z,2023-11-20T20:16:16.710000Z,14.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,GSLV R/B,2023-098B,57321,2023-11-15T07:40:51.773952Z,2023-11-15T08:30:01.400000Z,1.0,INDIA,Rocket Body,,,,,,
N/A,STARLINK-1561,2020-055AF,46056,2023-11-14T06:20:04.251840Z,2023-11-14T17:42:14.180000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1317,2020-019F,45365,2023-11-14T08:37:28.898400Z,2023-11-14T09:47:53.160000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-6 R/B,2017-074D,43025,2023-11-11T04:14:30.541632Z,2023-11-11T05:50:21.850000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,CZ-4 DEB,1999-057AD,26141,2023-11-08T17:56:57.925824Z,2023-11-08T18:22:21.410000Z,1.0,PEOPLES REPUBLIC OF CHINA,Debris,,,,,,
N/A,STPSAT 1,2007-006D,30775,2023-11-08T12:19:50.026944Z,2023-11-08T12:55:47.190000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,KZ-1A R/B,2022-118C,53942,2023-11-06T20:57:58.491360Z,2023-11-06T21:47:04.720000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,SL-24 DEB,2002-058G,27611,2023-10-31T18:58:21.703872Z,2023-10-31T19:59:42.180000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Debris,,,,,,
N/A,CZ-2D R/B,2022-171B,54747,2023-11-06T07:19:49.507968Z,2023-11-06T09:20:48.440000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,XJS F,2020-014E,45253,2023-11-05T13:38:23.951328Z,2023-11-05T21:47:19.450000Z,2.0,PEOPLES REPUBLIC OF CHINA,Payload,,,,,,
N/A,COSMOS 405,1971-028A,5117,2023-11-02T23:03:29.511072Z,2023-11-03T04:07:40.030000Z,2.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,CZ-2F R/B,2023-164B,58147,2023-11-02T16:38:35.657664Z,2023-11-03T03:00:18.890000Z,3.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,ZK-1A R/B,2023-081Z,56869,2023-11-02T06:43:59.119968Z,2023-11-02T10:13:58.570000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,STARLINK-1049,2019-074AT,44754,2023-10-27T11:38:19.856256Z,2023-10-28T02:11:51.120000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,DUMMY MASS 3/SQX-1,2023-051A,56172,2023-10-29T00:09:10.673856Z,2023-10-29T01:03:32.470000Z,1.0,PEOPLES REPUBLIC OF CHINA,Payload,,,,,,
N/A,CZ-3B R/B,2023-120B,57625,2023-10-30T01:08:54.004992Z,2023-10-30T01:47:11.410000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,CZ-2D R/B,2022-160B,54373,2023-10-24T07:13:22.458432Z,2023-10-24T16:17:44.300000Z,2.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,COSMOS 2542,2019-079A,44797,2023-10-24T06:56:14.344224Z,2023-10-24T10:35:16.930000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,STARLINK-6269,2023-061AE,56402,2023-10-22T22:21:25.168320Z,2023-10-23T00:20:29.730000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-3B R/B,2022-078B,53101,2023-10-20T11:11:10.145760Z,2023-10-20T11:49:59.380000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,STARLINK-2359,2021-021AR,47899,2023-10-18T17:04:34.072608Z,2023-10-18T19:44:07.550000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-3165,2022-010R,51471,2023-10-17T14:35:48.882624Z,2023-10-17T16:47:39.950000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-30156,2023-107K,57466,2023-10-16T15:53:16.626336Z,2023-10-17T09:37:26.370000Z,4.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,DELTA 2 R/B(1),1989-085B,20303,2023-10-16T09:18:54.527040Z,2023-10-16T13:20:41.930000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,SZ-14 MODULE,2022-060G,54704,2023-10-12T06:34:55.999200Z,2023-10-12T12:19:36.570000Z,2.0,PEOPLES REPUBLIC OF CHINA,Payload,,,,,,
N/A,CZ-2D DEB,2022-171D,54749,2023-10-12T01:29:41.046432Z,2023-10-12T03:40:25.320000Z,1.0,PEOPLES REPUBLIC OF CHINA,Debris,,,,,,
N/A,STARLINK-30059,2023-026V,55714,2023-09-23T23:16:25.967136Z,2023-09-24T06:14:52.390000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1033,2019-074AB,44738,2023-10-08T00:28:38.172000Z,2023-10-08T03:47:09.720000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ELECTRON KICK STAGE R/B,2018-104C,43851,2023-10-09T08:29:13.293312Z,2023-10-09T11:52:31.630000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,OBJECT B,2022-167B,54683,2023-10-06T16:56:00.140352Z,2023-10-06T17:56:56.250000Z,1.0,PEOPLES REPUBLIC OF CHINA,Unknown,,,,,,
N/A,STARLINK-1192,2020-012C,45180,2023-10-06T02:03:14.087808Z,2023-10-06T03:55:59.550000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,COSMOS 2537,2019-039C,44423,2023-10-06T11:33:57.741984Z,2023-10-06T13:36:36.750000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,CZ-2D DEB,2022-160D,54375,2023-10-05T13:10:03.018720Z,2023-10-05T17:01:48.120000Z,1.0,PEOPLES REPUBLIC OF CHINA,Debris,,,,,,
N/A,LAUNCHERONE R/B,2022-003H,51101,2023-10-04T19:36:28.179648Z,2023-10-04T21:49:14.280000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,FALCON 9 R/B,2023-112B,57494,2023-09-21T05:30:22.620672Z,2023-09-21T09:54:39.770000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,STARLINK-30490,2023-147K,57922,2023-10-01T17:14:03.395040Z,2023-10-01T20:26:32.620000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,IUS R/B(1),1989-021C,19884,2023-09-30T21:29:05.576352Z,2023-09-30T23:13:15.900000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,STARLINK-1074,2020-001AV,44957,2023-09-29T14:14:54.049632Z,2023-09-29T21:18:44.550000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1868,2020-088AJ,47154,2023-10-01T08:31:57.174240Z,2023-10-01T12:48:43.750000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,COSMOS 1124,1979-077A,11509,2023-09-26T22:51:25.150752Z,2023-09-27T00:23:01.600000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,STARLINK-2345,2021-021AC,47886,2023-09-27T11:16:05.841120Z,2023-09-27T15:58:50.490000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-5596,2023-015AD,55476,2023-09-26T14:32:42.644832Z,2023-09-27T17:41:11.570000Z,6.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2212,2021-017BK,47779,2023-09-25T02:10:21.454176Z,2023-09-25T03:11:43.220000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CERES-1 R/B,2023-135E,57796,2023-09-25T04:07:47.006112Z,2023-09-25T06:59:01.690000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,STARLINK-1026,2019-074U,44731,2023-09-22T10:46:46.102080Z,2023-09-22T22:21:15.670000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1419,2020-035AP,45694,2023-09-22T09:15:07.191360Z,2023-09-24T11:01:39.460000Z,10.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ELECTRON KICK STAGE R/B,2020-085A,46929,2023-09-21T11:54:41.514048Z,2023-09-21T12:57:34.500000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,DELTA 2 R/B(2) (PAM-D),2009-043C,35754,2023-09-18T03:32:29.092416Z,2023-09-18T04:37:26.110000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,KSLV-1 R/B,2013-003B,39069,2023-09-15T22:04:50.573856Z,2023-09-16T01:21:47.130000Z,1.0,SOUTH KOREA,Rocket Body,,,,,,
N/A,SL-4 R/B,2023-143B,57863,2023-09-18T04:12:45.501696Z,2023-09-18T04:58:16.420000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Rocket Body,,,,,,
N/A,ELECTRON R/B,2019-069B,44635,2023-09-13T19:33:26.400096Z,2023-09-13T22:07:51.410000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,STARLINK-30042,2023-026H,55702,2023-09-13T07:02:50.898624Z,2023-09-13T21:07:58.980000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-2D DEB,2022-120B,53944,2023-09-12T05:05:09.393792Z,2023-09-12T14:31:57.780000Z,2.0,PEOPLES REPUBLIC OF CHINA,Debris,,,,,,
N/A,STARLINK-1034,2019-074AC,44739,2023-09-11T05:00:51.039648Z,2023-09-11T09:10:56.210000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ELECTRON R/B,2023-126C,57695,2023-09-11T02:33:04.205088Z,2023-09-11T03:32:07.960000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
2023-09-06T23:26:00Z,STARLINK-30167,2023-107X,57478,2023-09-06T10:40:08.569632Z,2023-09-07T01:34:32.660000Z,3.0,UNITED STATES OF AMERICA,Payload,Puerto Rico,18.2208,-66.5901,,,
N/A,STARLINK-30220,2023-119T,57619,2023-09-10T10:02:17.567232Z,2023-09-10T22:21:58.470000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CAPELLA-8 (WHITNEY),2022-002CR,51071,2023-09-06T01:34:15.013920Z,2023-09-06T04:12:33.070000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-5343,2023-065M,56514,2023-09-04T02:50:19.422240Z,2023-09-04T12:25:57.160000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CAPELLA-7 (WHITNEY),2022-002CS,51072,2023-08-26T19:44:02.433696Z,2023-08-26T21:09:45.300000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-2D DEB,2022-133E,54046,2023-08-26T03:42:40.711968Z,2023-08-26T12:14:33.490000Z,2.0,PEOPLES REPUBLIC OF CHINA,Debris,,,,,,
N/A,CZ-4 DEB,1990-081K,20847,2023-08-25T22:21:40.971744Z,2023-08-26T00:46:28.540000Z,1.0,PEOPLES REPUBLIC OF CHINA,Debris,,,,,,
N/A,SL-4 R/B,2023-125B,57692,2023-08-24T15:43:39.737856Z,2023-08-25T03:18:45.210000Z,3.0,COMMONWEALTH OF INDEPENDENT STATES,Rocket Body,,,,,,
N/A,LAUNCHERONE R/B,2021-058A,48871,2023-08-25T14:49:15.568320Z,2023-08-25T18:02:43.320000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,STARLINK-1299,2020-019BL,45418,2023-08-23T16:48:21.597408Z,2023-08-24T00:52:21.060000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-3B R/B,2018-072C,43624,2023-08-18T04:52:15.489984Z,2023-08-18T05:09:10.320000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,KZ-1A R/B,2019-058C,44521,2023-08-20T03:09:12.921120Z,2023-08-20T04:58:07.420000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,CZ-2D R/B,2022-133C,54044,2023-08-16T01:43:20.685216Z,2023-08-16T03:33:21.550000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,STARLINK-30058,2023-026P,55708,2023-08-06T23:36:58.184064Z,2023-08-07T00:22:53.670000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,ANTARES R/B,2023-110B,57489,2023-08-03T22:46:33.000384Z,2023-08-05T14:25:20.800000Z,8.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,CELESTIS 03/TAURUS R/B,1999-070C,26034,2023-08-04T14:36:43.430400Z,2023-08-05T02:04:20.860000Z,3.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,STARLINK-1348,2020-025AG,45561,2023-08-04T13:08:06.177408Z,2023-08-04T21:27:46.420000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-2D DEB,2022-109C,53762,2023-08-04T14:47:06.165312Z,2023-08-04T18:52:47.170000Z,1.0,PEOPLES REPUBLIC OF CHINA,Debris,,,,,,
N/A,DRAGON CRS-28 DEB,2023-080B,57211,2023-08-04T02:01:11.959680Z,2023-08-04T03:54:29.270000Z,1.0,UNITED STATES OF AMERICA,Debris,,,,,,
N/A,ELECTRON R/B,2023-100J,57394,2023-08-03T15:07:04.955808Z,2023-08-03T18:37:42.800000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,STARLINK-1022,2019-074Q,44727,2023-07-29T19:26:32.132832Z,2023-07-29T20:25:10.400000Z,1.0,UNITED STATES OF AMERICA,PAYLOAD,,,,,,
N/A,AEOLUS,2018-066A,43600,2023-07-28T17:34:54.491232Z,2023-07-28T18:25:31.350000Z,1.0,EUROPEAN SPACE AGENCY,PAYLOAD,,,,,,
N/A,CZ-2D DEB,2022-100D,53525,2023-07-27T04:33:57.811680Z,2023-07-27T05:28:18.840000Z,1.0,PEOPLES REPUBLIC OF CHINA,DEBRIS,,,,,,
N/A,KZ-1A R/B,2023-101E,57403,2023-07-24T10:47:00.411648Z,2023-07-24T22:36:19.370000Z,3.0,PEOPLES REPUBLIC OF CHINA,ROCKET BODY,,,,,,
N/A,SHAVIT R/B,2023-044B,56084,2023-07-21T16:00:10.973952Z,2023-07-23T12:22:07.610000Z,9.0,ISRAEL,ROCKET BODY,,,,,,
N/A,COSMOS 931 DEB,1977-068F,12906,2023-07-21T22:54:45.953856Z,2023-07-22T20:24:31.210000Z,5.0,COMMONWEALTH OF INDEPENDENT STATES,DEBRIS,,,,,,
N/A,YZ-1S R/B,2023-095C,57318,2023-07-21T23:10:27.916896Z,2023-07-22T13:08:22.270000Z,3.0,PEOPLES REPUBLIC OF CHINA,ROCKET BODY,,,,,,
N/A,STARLINK-30134,2023-079H,56830,2023-07-18T16:34:38.735904Z,2023-07-18T20:18:17.350000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1241,2020-012T,45195,2023-07-16T14:40:10.099200Z,2023-07-16T15:43:27.490000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-2060,2021-012BB,47669,2023-07-14T17:42:58.813344Z,2023-07-14T18:29:30.930000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-5139,2023-015AZ,55496,2023-07-17T04:25:32.647296Z,2023-07-18T17:34:53.840000Z,8.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,XJS C,2020-014A,45249,2023-07-13T07:15:37.219968Z,2023-07-13T14:10:16.130000Z,2.0,PEOPLES REPUBLIC OF CHINA,Payload,,,,,,
N/A,OBJECT AT,2023-091AT,57207,2023-07-08T18:40:45.743808Z,2023-07-08T18:59:14.520000Z,1.0,TO BE DETERMINED/UNKNOWN,Unknown,,,,,,
N/A,CZ-3B R/B,2022-178B,54879,2023-06-28T02:37:21.296928Z,2023-06-28T03:54:44.840000Z,1.0,PEOPLES REPUBLIC OF CHINA,Rocket Body,,,,,,
N/A,STARLINK-1125,2020-001AN,44950,2023-07-09T11:25:06.801888Z,2023-07-09T12:23:23.940000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,COSMOS 1356,1982-039A,13153,2023-07-08T02:12:27.180864Z,2023-07-08T04:51:24.080000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,Payload,,,,,,
N/A,STARLINK-30139,2023-079G,56829,2023-07-06T22:51:27.226944Z,2023-07-07T12:38:29.790000Z,3.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-30118,2023-067J,56696,2023-07-07T07:10:12.852768Z,2023-07-07T09:01:10.020000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-30061,2023-026D,55698,2023-06-29T15:11:37.266144Z,2023-06-30T14:32:28.180000Z,5.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,SL-4 R/B,2023-045B,56092,2023-07-03T09:46:37.424640Z,2023-07-03T22:43:37.240000Z,3.0,COMMONWEALTH OF INDEPENDENT STATES,Rocket Body,,,,,,
N/A,STARLINK-2366,2021-021AY,47906,2023-06-27T17:19:14.320992Z,2023-06-27T19:38:41.590000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-2D DEB,2022-088D,53319,2023-06-27T03:10:13.072800Z,2023-06-27T04:55:27.420000Z,1.0,PEOPLES REPUBLIC OF CHINA,Debris,,,,,,
N/A,STARLINK-1650,2020-070AT,46573,2023-06-27T08:17:11.497344Z,2023-06-27T09:50:50.450000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,CZ-2D R/B,2018-002C,43101,2023-06-22T19:27:49.391712Z,2023-06-22T22:24:41.440000Z,1.0,PEOPLES REPUBLIC OF CHINA,ROCKET BODY,,,,,,
N/A,CZ-2C R/B,2022-043D,52323,2023-06-20T14:07:26.080320Z,2023-06-20T18:04:05.440000Z,1.0,PEOPLES REPUBLIC OF CHINA,ROCKET BODY,,,,,,
N/A,STARLINK-1706,2020-070AE,46560,2023-06-16T04:15:57.461760Z,2023-06-16T08:21:22.690000Z,1.0,UNITED STATES OF AMERICA,PAYLOAD,,,,,,
N/A,STARLINK-30044,2023-026J,55703,2023-06-13T21:56:25.268640Z,2023-06-14T11:47:46.840000Z,3.0,UNITED STATES OF AMERICA,PAYLOAD,,,,,,
N/A,KZ-1A R/B,2023-082B,56875,2023-06-12T08:39:53.519904Z,2023-06-12T09:15:44.260000Z,1.0,PEOPLES REPUBLIC OF CHINA,ROCKET BODY,,,,,,
N/A,CZ-2F R/B,2023-077F,56766,2023-06-12T11:46:14.054880Z,2023-06-12T16:49:45.640000Z,2.0,PEOPLES REPUBLIC OF CHINA,ROCKET BODY,,,,,,
N/A,CZ-2D DEB,2022-068E,52911,2023-06-12T09:20:51.470304Z,2023-06-12T15:54:01.080000Z,2.0,PEOPLES REPUBLIC OF CHINA,DEBRIS,,,,,,
N/A,STARLINK-1546,2020-062X,46346,2023-06-09T21:52:43.079808Z,2023-06-10T06:59:26.940000Z,2.0,UNITED STATES OF AMERICA,PAYLOAD,,,,,,
N/A,STARLINK-1116,2020-001AK,44947,2023-06-08T22:31:58.920096Z,2023-06-08T23:38:40.240000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,UNHA 3 R/B,2016-009B,41333,2023-06-09T09:42:06.962400Z,2023-06-09T12:18:50.870000Z,1.0,NORTH KOREA,Rocket Body,,,,,,
N/A,LAUNCHERONE R/B,2021-002H,47316,2023-06-07T01:29:36.367872Z,2023-06-07T02:50:36.290000Z,1.0,UNITED STATES OF AMERICA,Rocket Body,,,,,,
N/A,SL-4 R/B,2022-054B,52714,2023-06-05T21:40:52.897728Z,2023-06-06T02:59:07.630000Z,2.0,COMMONWEALTH OF INDEPENDENT STATES,Rocket Body,,,,,,
N/A,STARLINK-30048,2023-026S,55711,2023-06-04T03:25:31.607616Z,2023-06-04T08:55:16.320000Z,2.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,STARLINK-1326,2020-025AW,45575,2023-06-03T09:53:20.472864Z,2023-06-03T13:59:45.030000Z,1.0,UNITED STATES OF AMERICA,Payload,,,,,,
N/A,PSLV R/B,2018-096W,43739,2023-06-01T13:39:23.988960Z,2023-06-01T19:57:30.750000Z,2.0,INDIA,ROCKET BODY,,,,,,
N/A,STARLINK-1141,2020-006H,45051,2023-05-30T09:02:54.979872Z,2023-05-30T10:36:59.140000Z,1.0,UNITED STATES OF AMERICA,PAYLOAD,,,,,,
N/A,ELECTRON R/B,2023-011E,55328,2023-05-27T07:20:19.770432Z,2023-05-27T10:42:19.210000Z,1.0,UNITED STATES OF AMERICA,ROCKET BODY,,,,,,
N/A,SL-4 R/B,2023-071B,56741,2023-05-26T17:57:12.440160Z,2023-05-26T18:45:06.540000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,ROCKET BODY,,,,,,
N/A,CZ-3B R/B,2019-053B,44494,2023-05-26T16:45:20.816640Z,2023-05-26T19:12:40.530000Z,1.0,PEOPLES REPUBLIC OF CHINA,ROCKET BODY,,,,,,
N/A,SL-4 R/B,2022-163B,54382,2023-05-22T05:43:50.942784Z,2023-05-22T07:08:24.690000Z,1.0,COMMONWEALTH OF INDEPENDENT STATES,ROCKET BODY,,,,,,
N/A,ROCSAT 1,1999-002A,25616,2023-05-21T19:11:12.645024Z,2023-05-21T22:26:23.870000Z,1.0,TAIWAN,PAYLOAD,,,,,,
N/A,STARLINK-3596,2022-017BB,51817,2023-05-21T00:45:12.520224Z,2023-05-21T03:57:08.930000Z,1.0,UNITED STATES OF AMERICA,PAYLOAD,,,,,,
N/A,CZ-7 R/B,2023-063B,56447,2023-05-20T22:18:25.242912Z,2023-05-21T06:20:10.870000Z,2.0,PEOPLES REPUBLIC OF CHINA,ROCKET BODY,,,,,,
N/A,PSLV R/B,2016-040X,41620,2023-05-19T17:27:26.330112Z,2023-05-19T22:22:01.890000Z,1.0,INDIA,ROCKET BODY,,,,,,
N/A,STARLINK-1181,2020-006AU,45086,2023-05-18T18:58:59.382048Z,2023-05-18T22:32:51.580000Z,1.0,UNITED STATES OF AMERICA,PAYLOAD,,,,,,
N/A,ASTRA SATELLITE 00001,2021-108A,49494,2023-05-14T13:42:39.925152Z,2023-05-14T15:23:09.600000Z,1.0,UNITED STATES OF AMERICA,PAYLOAD,,,,,,
N/A,CZ-2D R/B,2022-120C,53945,2023-05-12T11:28:17.987808Z,2023-05-13T01:39:11.390000Z,3.0,PEOPLES REPUBLIC OF CHINA,ROCKET BODY,,,,,,
N/A,STARLINK-1037,2019-074AF,44742,2023-05-12T19:51:52.308000Z,2023-05-12T21:04:47.120000Z,1.0,UNITED STATES OF AMERICA,PAYLOAD,,,,,,
N/A,STARLINK-30038,2023-026B,55696,2023-05-10T22:22:18.153984Z,2023-05-12T01:11:07.590000Z,6.0,UNITED STATES OF AMERICA,PAYLOAD,,,,,,
N/A,ARIANE 5 DEB (SYLDA),2010-032D,36747,2023-05-09T15:13:50.284992Z,2023-05-09T20:22:37.510000Z,2.0,FRANCE,DEBRIS,,,,,,
2023-05-10T11:33:00Z,CZ-3B R/B,2022-148B,54231,2023-05-10T06:57:31.284288Z,2023-05-10T09:59:57.780000Z,1.0,PEOPLES REPUBLIC OF CHINA,ROCKET BODY,"Okinawa, Japan",26.39,127.82,,,
